NAME,CATEGORY,STREET ADDRESS,ADDRESS,CITY,ZIP CODE,COUNTRY NAME,COUNTRY CODE,PHONE,EMAIL,WEBSITE,FACEBOOK,INSTAGRAM,LINKEDIN,TWITTER,URL,BOOKING LINK,SCORE,RATINGS,OPENING HOURS,MAIN IMAGE URL,DESCRIPTION,POI
Padel Sheds,"Padel club, Cafe, Coffee shop, Padel court","Unit 1, Matrix Court","Unit 1, Matrix Court, Chester CH1 4QX",Chester,CH1 4QX,United Kingdom,GB,,,https://www.padelsheds.com/,https://www.facebook.com/profile.php,,,,https://www.google.com/maps?cid=6423701602767876417,https://playtomic.com/clubs/padel-sheds-chester,4.9,18,"Monday: 8am-10:30pm, Tuesday: 8am-10:30pm, Wednesday: 8am-10:30pm, Thursday: 8am-10:30pm, Friday: 8am-10:30pm, Saturday: 8am-10:30pm, Sunday: 8am-10:30pm",https://lh3.googleusercontent.com/p/AF1QipOoHhaaD80F2LI9dBrzL-22v2drgS1D_rKvGPCo,,"On-site services, Wheelchair-accessible car park, Wheelchair-accessible entrance, Wheelchair-accessible seating, Wheelchair-accessible toilet, Gender-neutral toilets, Toilet, Wi-Fi, Free of charge street parking, Free parking lot, On-site parking"
Padel Shift,Padel club,,"Elkstone, Studios GL53 9PQ",Studios,GL53 9PQ,United Kingdom,GB,,hello@padelshift.com,https://padelshift.com/,https://www.facebook.com/profile.php,,https://www.linkedin.com/company/padel-shift,,https://www.google.com/maps?cid=18218545837595738614,,5,11,"Monday: 6:59am-10pm, Tuesday: 6:59am-10pm, Wednesday: 6:59am-10pm, Thursday: 6:59am-10pm, Friday: 6:59am-10pm, Saturday: 6:59am-10pm, Sunday: 6:59am-10pm",https://lh3.googleusercontent.com/p/AF1QipMDmIgxrG4hr0csGlgWVkwg39j5UITzZ5KHBbWa,,"Wheelchair-accessible car park, Wheelchair-accessible entrance, Toilet"
Padel Shift,"Padel court, Padel club, Sports club",Daylesford Farm,"Daylesford Farm, Moreton-in-Marsh GL56 0YG",Moreton-in-Marsh,GL56 0YG,United Kingdom,GB,,hello@padelshift.com,http://padelshift.com/,https://www.facebook.com/profile.php,,https://www.linkedin.com/company/padel-shift,,https://www.google.com/maps?cid=14692795125586224174,http://padelshift.com/book-a-court,4.9,28,"Monday: 7am-9pm, Tuesday: 7am-9pm, Wednesday: 7am-9pm, Thursday: 7am-9pm, Friday: 7am-9pm, Saturday: 7am-9pm, Sunday: 7am-9pm",https://lh3.googleusercontent.com/p/AF1QipP2nksp8Wyw1ogcbEuQiZlFfzoualTbKexEfEaQ,,"Wheelchair-accessible car park, Credit cards, Debit cards, NFC mobile payments"
Padel Social Club - Earls Court,"Padel club, Bar, Padel court, Sauna",Empress Pl,"Empress Pl, London SW6 1TT",London,SW6 1TT,United Kingdom,GB,07393545770,info@padelsocial.club,https://padelsocial.club/pages/earls-court,,,,,https://www.google.com/maps?cid=3946470162888346897,,4.7,98,"Monday: 7am-11pm, Tuesday: 7am-11pm, Wednesday: 7am-11pm, Thursday: 7am-11pm, Friday: 7am-11pm, Saturday: 7am-11pm, Sunday: 7am-11pm",https://lh3.googleusercontent.com/p/AF1QipMWAxv6PeLIiQAmtdWk98Of9n4dnuzHpb-ydlnx,,"On-site services, Wheelchair-accessible car park, Wheelchair-accessible entrance, Sauna, Gender-neutral toilets, Toilet"
Padel Social Club - The O2,"Padel club, Padel court",Peninsula Square,"Peninsula Square, London SE10 0DX",London,SE10 0DX,United Kingdom,GB,07516732454,info@padelsocial.club,https://padelsocial.club/pages/the-o2,,,,,https://www.google.com/maps?cid=8239565204258592944,,4.1,38,"Monday: 12-11pm, Tuesday: 12-11pm, Wednesday: 12-11pm, Thursday: 12-11pm, Friday: 8am-11pm, Saturday: 8am-11pm, Sunday: 8am-11pm",https://lh3.googleusercontent.com/p/AF1QipPXyj_QYDgEmKJZjnOt5I9Y6DMN8RK3Czi0Au1N,,"On-site services, Wheelchair-accessible entrance, Toilet"
Padel Social House,Sports club,40 Salthouse Rd,"40 Salthouse Rd, Northampton NN4 7EX",Northampton,NN4 7EX,United Kingdom,GB,,,,,,,,https://www.google.com/maps?cid=1204096308878192673,,,,"Monday: 7am-11pm, Tuesday: 7am-11pm, Wednesday: 7am-11pm, Thursday: 7am-11pm, Friday: 7am-11pm, Saturday: 7am-11pm, Sunday: 7am-11pm",https://lh3.googleusercontent.com/p/AF1QipObhEgC_1M9H0WvkO82Kmo1cJIo3ForwY75_BuQ,,"Wheelchair-accessible car park, Toilet"
Padel Studios,"Padel club, Massage therapist, Pilates studio","Padel Studios, Unit B6 Paragon Way","Padel Studios, Unit B6 Paragon Way, Exhall, Coventry CV7 9QS",Coventry,CV7 9QS,United Kingdom,GB,07577481589,info@padelstudios.co.uk,https://padelstudios.co.uk/,,,,,https://www.google.com/maps?cid=10465123296423119364,,4.7,23,"Monday: 6am-2am, Tuesday: 6am-2am, Wednesday: 6am-2am, Thursday: 6am-2am, Friday: 6am-2am, Saturday: 6am-2am, Sunday: 6am-2am",https://lh3.googleusercontent.com/gps-cs-s/AG0ilSy1sPN2wiy5ZMfJyrFgguyMoR1a5TbweTvwJcncmQjmpFZ8FOzJbQzMIIer-wD1BRCkind9e_MtNihKp1EhcEYegC8V4DkweQDywWOtzWmciQJZkevK_SqV5xZXIt1Ihpd5JLFluv3EkXA1,,"On-site services, Wheelchair-accessible car park, Wheelchair-accessible entrance, Wheelchair-accessible seating, Wheelchair-accessible toilet, Toilet, Wi-Fi, Free parking lot"
Padel T - Corby,Padel club,Jimmy Kane Wy,"Jimmy Kane Wy, Corby NN17 2FB",Corby,NN17 2FB,United Kingdom,GB,01536407851,contact@padelt.co.uk,https://www.padelt.co.uk/,,,,https://www.x.com/p4delt,https://www.google.com/maps?cid=874069615740452953,https://clubspark.lta.org.uk/CorbyTennisCentre/Booking/BookByDate#?date=2025-03-24&role=guest,5,6,"Monday: 10am-10pm, Tuesday: 10am-9pm, Wednesday: 10am-9pm, Thursday: 2-9pm, Friday: 10am-7:30pm, Saturday: 10am-5:30pm, Sunday: 10am-5:30pm",https://lh3.googleusercontent.com/p/AF1QipOXo9vFh61SdiMk1YZQYpSDpAcPO3PBkgV0mGdR,,"On-site services, Wheelchair-accessible car park, Toilet, Free parking lot, On-site parking"
Padel T - Ilkeston,Padel club,"Rutland Sports Park, W End Dr","Rutland Sports Park, W End Dr, Ilkeston DE7 5GH",Ilkeston,DE7 5GH,United Kingdom,GB,01159302033,contact@padelt.co.uk,https://www.padelt.co.uk/,,,,https://www.x.com/p4delt,https://www.google.com/maps?cid=14670684217419387421,,5,7,"Monday: 6:30am-10pm, Tuesday: 6:30am-10pm, Wednesday: 6:30am-10pm, Thursday: 6:30am-10pm, Friday: 6:30am-9pm, Saturday: 8am-5pm, Sunday: 8am-5pm",https://lh3.googleusercontent.com/p/AF1QipOa-m0AtSfyvBqtN-zvwQc-D4U65-2kmkrM8Kjs,,"Wheelchair-accessible car park, Toilet, LGBTQ+ friendly, On-site parking"
Padel Tattenhall,Sports club,,"Tattenhall, Chester CH3 9QF",Chester,,United Kingdom,GB,,,,,,,,https://www.google.com/maps?cid=9697053218521830772,,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid,,"Wheelchair-accessible car park, Toilet"
Padel Tennis,Sports complex,Soskin Dr,"Soskin Dr, Stantonbury Fields, Stantonbury, Milton Keynes MK14 6DT",Milton Keynes,MK14 6DT,United Kingdom,GB,,hello@sportyscholars.com,https://www.sportyscholars.com/padel-tennis,"https://www.facebook.com/, https://www.facebook.com/sportyscholars",https://www.instagram.com/sportyscholarsuk,,,https://www.google.com/maps?cid=14842462097952016577,,2.9,18,"Monday: 7am-9pm, Tuesday: 7am-9pm, Wednesday: 7am-9pm, Thursday: 7am-9pm, Friday: 7am-9pm, Saturday: 7am-9pm, Sunday: 7am-9pm",https://lh3.googleusercontent.com/p/AF1QipMzEVGQtKNVv20LpwNtK9oWQhl5dSZI28YQfcTZ,,"Wheelchair-accessible car park, Wheelchair-accessible entrance, Debit cards, NFC mobile payments, Free of charge street parking, Free parking lot, On-site parking"
Padel Tennis at The Barns at Wellington,Padel club,The Barns at Wellington,"The Barns at Wellington, Reading RG7 2BT",Reading,RG7 2BT,United Kingdom,GB,01256648470,barnsinfo@wellington.co.uk,http://wellingtonpadel.co.uk/,https://www.facebook.com/thebarnsatwellington,https://www.instagram.com/thebarnsatwellington,,,https://www.google.com/maps?cid=1051731141114997257,,2.5,2,"Monday: 7am-9:30pm, Tuesday: 7am-9:30pm, Wednesday: 7am-9:30pm, Thursday: 7am-9:30pm, Friday: 7am-9:30pm, Saturday: 8am-8pm, Sunday: 8am-8pm",https://lh3.googleusercontent.com/p/AF1QipNqnayXzEAOH3aopIMRLPfBy4iLZDDg_lZvTY8u,,"Wheelchair-accessible car park, Wheelchair-accessible entrance, Wheelchair-accessible toilet, Toilet"
Padel Tennis Courts,Tennis court,Trevose Golf & Country Club,"Trevose Golf & Country Club, Constantine Bay, Padstow PL28 8JB",Padstow,PL28 8JB,United Kingdom,GB,,,,,,,,https://www.google.com/maps?cid=13827956263192430787,,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid,,
Padel Tourney,Software company,102 Campbell Rd,"102 Campbell Rd, London E3 4EA",London,E3 4EA,United Kingdom,GB,07843795373,,,,,,,https://www.google.com/maps?cid=3767564478259930679,,,,,https://lh3.googleusercontent.com/p/AF1QipPh5adic2WQFs8GA-KQ8qe7wLpAZ_1PduaC84y4,,
Padel Tree Arkley,Padel club,Brickfield Ln,"Brickfield Ln, Barnet EN5 3LD",Barnet,EN5 3LD,United Kingdom,GB,07502659999,,,,,,,https://www.google.com/maps?cid=17916747354228287214,,4.5,8,"Monday: 8am-10pm, Tuesday: 8am-10pm, Wednesday: 8am-10pm, Thursday: 8am-10pm, Friday: 8am-10pm, Saturday: 8am-10pm, Sunday: 8am-10pm",,,Toilet
Padel Tree Finchley,Padel club,Summers Ln,"Summers Ln, London N12 0PD",London,N12 0PD,United Kingdom,GB,07830942520,,,,,,,https://www.google.com/maps?cid=18392169254124394971,,4.1,12,"Monday: 6am-11pm, Tuesday: 6am-11pm, Wednesday: 6am-11pm, Thursday: 6am-11pm, Friday: 6am-11pm, Saturday: 6am-11pm, Sunday: 6am-11pm",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid,,Toilet
Padel Tree Metropolitan Bushey,Padel club,Aldenham Rd,"Aldenham Rd, Bushey WD23 2TR",Bushey,WD23 2TR,United Kingdom,GB,07830942520,info@padel-tree.com,https://padel-tree.com/,https://www.facebook.com/profile.php,,http://www.linkedin.com/in/dylan-shawyer-padeltree,,https://www.google.com/maps?cid=2737574906141217158,,,,"Monday: 8am-10pm, Tuesday: 8am-10pm, Wednesday: 8am-10pm, Thursday: 8am-10pm, Friday: 8am-10pm, Saturday: 8am-10pm, Sunday: 8am-10pm",,,Toilet
Padel Up,Sports club,"Opus Park, Lockheed Cl","Opus Park, Lockheed Cl, Stockton-on-Tees TS18 3BP",Stockton-on-Tees,TS18 3BP,United Kingdom,GB,,support@padel-up.co.uk,https://www.padel-up.co.uk/,https://www.facebook.com/profile.php,,,,https://www.google.com/maps?cid=16470577368474897145,,4.8,16,"Monday: 6am-11pm, Tuesday: 6am-11pm, Wednesday: 6am-11pm, Thursday: 6am-11pm, Friday: 6am-11pm, Saturday: 7am-11pm, Sunday: 7am-10pm",https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyvvxacgzDZuNL2SiFv7pNS7bCGbbkYJBTUNng4XvKcfV2yurSOIZTrTO-nJrGwkMM_EFsg7hHamqM1EpZnZFUo4GqN9A6DezJkL_6nqNs1XGwkix-JJJIOTE8EHTFQRcPIV3VPziEtcSOH,,"On-site services, Wheelchair-accessible car park, Wheelchair-accessible entrance, Toilet, On-site parking"
Padel Up - Tyneside,Sports club,"Unit 2A, Metro Riverside Park","Unit 2A, Metro Riverside Park, Gateshead NE11 9DJ",Gateshead,NE11 9DJ,United Kingdom,GB,,support@padel-up.co.uk,https://www.padel-up.co.uk/,https://www.facebook.com/profile.php,,,,https://www.google.com/maps?cid=9991485484484825426,,,,"Monday: 6am-11pm, Tuesday: 6am-11pm, Wednesday: 6am-11pm, Thursday: 6am-11pm, Friday: 6am-11pm, Saturday: 7am-11pm, Sunday: 7am-10pm",,,
Padel Vault,Padel club,"Unit 2, Velocity, Roebuck Way","Unit 2, Velocity, Roebuck Way, Milton Keynes MK5 8HL",Milton Keynes,MK5 8HL,United Kingdom,GB,,danny@thepadelvault.uk,http://www.padelvault.uk/,,https://www.instagram.com/thepadelvaultuk,,,https://www.google.com/maps?cid=12554160897009443509,,,,,https://lh3.googleusercontent.com/p/AF1QipOp-_-ilyXEf5xY3X_YFBMVcAQhHSfhKfGS2DPb,,"Wheelchair-accessible car park, Toilet, Free parking lot, On-site parking"
Padel Vibes Ltd,Sporting Goods Shop,"Unit A, 82 James Carter Rd","Unit A, 82 James Carter Rd, Mildenhall, Suffolk IP28 7DE",Suffolk,IP28 7DE,United Kingdom,GB,,,http://padelvibes.co.uk/,https://www.facebook.com/profile.php,,https://www.linkedin.com/company/padelvibes,https://twitter.com/padelvibes,https://www.google.com/maps?cid=3934309171535034649,,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid,,"Credit cards, Debit cards, NFC mobile payments"
Padel Warehouse 52,Padel club,"Unit 11, G5 Industrial Park","Unit 11, G5 Industrial Park, Wolverhampton WV4 6FG",Wolverhampton,WV4 6FG,United Kingdom,GB,,hello@padelwarehouse52.co.uk,https://www.padelwarehouse52.co.uk/,,,,,https://www.google.com/maps?cid=11298451019295233631,https://playtomic.com/clubs/padel-warehouse-52,,,"Monday: 6am-11pm, Tuesday: 6am-11pm, Wednesday: 6am-11pm, Thursday: 6am-11pm, Friday: 6am-11pm, Saturday: 6am-11pm, Sunday: 6am-11pm",https://lh3.googleusercontent.com/p/AF1QipOOefBszF7zE3_Pj0rUvOwxQvor3Ov8v4naY2pP,,"Gender-neutral toilets, Toilet, Free parking lot, On-site parking"
Padel West London by Padel Affair,Padel court,Tentelow Ln,"Tentelow Ln, Southall UB2 4LW",Southall,UB2 4LW,United Kingdom,GB,07399770059,hello@padelaffair.com,https://www.padelaffair.com/?utm_source=google&utm_medium=map&utm_campaign=gmb,https://www.facebook.com/profile.php,,https://www.linkedin.com/company/padel-affair,,https://www.google.com/maps?cid=2961526133361975909,https://playtomic.io/padel-west-london-padel-affair/b598e44d-6c0d-4f62-a653-430681908c36,3.3,8,"Monday: 7am-8pm, Tuesday: 7am-8pm, Wednesday: 7am-8pm, Thursday: 7am-8pm, Friday: 7am-8pm, Saturday: 7am-8pm, Sunday: 7am-8pm",https://lh3.googleusercontent.com/p/AF1QipPLBvsVcjHf2ArVhqR51EQ2MaQYiZDD1vQiZx7D,,"Credit cards, Debit cards, NFC mobile payments"
Padel X Padel Courts,Padel court,282J+G2,"282J+G2, Moreton-in-Marsh GL56 9NW",Moreton-in-Marsh,,United Kingdom,GB,,,https://todenhambarn.padelx.club/en,,,,,https://www.google.com/maps?cid=8145448551007664602,,,,"Monday: 7am-10pm, Tuesday: 7am-10pm, Wednesday: 7am-10pm, Thursday: 7am-10pm, Friday: 7am-10pm, Saturday: 8am-10pm, Sunday: 8am-10pm",,,
Padel Yard parking entrance,Car Park,8 Swandon Way,"8 Swandon Way, London SW18 1SH",London,SW18 1SH,United Kingdom,GB,,,,,,,,https://www.google.com/maps?cid=8834415752866545304,,3.7,3,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid,,
Padel Zone,Padel club,5 Hunting Gate,"5 Hunting Gate, Hitchin SG4 0TJ",Hitchin,SG4 0TJ,United Kingdom,GB,07721085104,info@padel-zone.co.uk,https://www.padel-zone.co.uk/,https://www.facebook.com/people/padel-zone/61573578122793/#,,,,https://www.google.com/maps?cid=17587691923342880249,,4.9,15,"Monday: 6am-12am, Tuesday: 6am-12am, Wednesday: 6am-12am, Thursday: 6am-12am, Friday: 6am-12am, Saturday: 6am-12am, Sunday: 6am-12am",https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxxf-TWc-Xif0A4DhaSr4yCoC1jCzGJUH2MMOdwrs9534-3EEbeTABeriwHLCf6r9gcQLU1_B6pIP-NnQCAaYvgfsv7RAguIDZQPQxPtqbD6qhpTRQzA8JFsu6sQtRMuEs7joaavNJHUx1N,,"Wheelchair-accessible car park, Wheelchair-accessible entrance, Wheelchair-accessible seating, Wheelchair-accessible toilet, Toilet, On-site parking"
Padel4all Bracknell,Sports club,"Leisure Centre, Padel4all, Bagshot Rd","Leisure Centre, Padel4all, Bagshot Rd, Bracknell RG12 9SE",Bracknell,RG12 9SE,United Kingdom,GB,01344203070,,https://padel4all.com/bracknell/,,,,,https://www.google.com/maps?cid=2173235595226346191,,5,2,,https://lh3.googleusercontent.com/p/AF1QipO205ixixkLDWYNA6Om9zz2NEZwKNq39NwpqIWc,,"On-site services, Wheelchair-accessible car park, Wheelchair-accessible entrance, Gender-neutral toilets, Toilet, Wi-Fi, On-site parking"
"Padel4all Bristol, Lockleaze",Padel club,Bonnington Walk,"Bonnington Walk, Lockleaze, Bristol BS7 9XF",Bristol,BS7 9XF,United Kingdom,GB,01174051530,,http://padel4all.com/lockleaze,,,,,https://www.google.com/maps?cid=17334767465076400398,https://play.padel4all.com/lockleaze/book/,4.7,83,"Monday: 8am-10pm, Tuesday: 8am-10pm, Wednesday: 8am-10pm, Thursday: 8am-10pm, Friday: 8am-10pm, Saturday: 8am-9:30pm, Sunday: 8am-9:30pm",https://lh3.googleusercontent.com/p/AF1QipO3GQ5h2XNiIXyJ0Ik6rqYfDF4hVqeA70SlqARh,,"On-site services, Wheelchair-accessible car park, Wheelchair-accessible entrance, Wheelchair-accessible toilet, Toilet"
"Padel4all Eastbourne, Saffrons",Padel club,"The Saffrons Sports Club, Compton Pl Rd","The Saffrons Sports Club, Compton Pl Rd, Eastbourne BN21 1EA",Eastbourne,BN21 1EA,United Kingdom,GB,01323701530,,https://padel4all.com/eastbourne/,,,,,https://www.google.com/maps?cid=285014316755892001,,5,6,"Monday: 8am-10pm, Tuesday: 8am-10pm, Wednesday: 8am-10pm, Thursday: 8am-10pm, Friday: 8am-10pm, Saturday: 8am-8pm, Sunday: 8am-8pm",https://lh3.googleusercontent.com/p/AF1QipOcRul6zhK2OUaYC08r9bUgD5sNhaiNAyip9XBk,,"On-site services, Wheelchair-accessible car park, Wheelchair-accessible entrance, Wheelchair-accessible toilet, Toilet"
"Padel4all Southend, Garon Park",Padel club,Eastern Ave,"Eastern Ave, Southend-on-Sea SS2 4FA",Southend-on-Sea,SS2 4FA,United Kingdom,GB,01702683040,,https://padel4all.com/garon-park,,,,,https://www.google.com/maps?cid=6757326398284820186,,4.9,36,"Monday: 6am-11:30pm, Tuesday: 6am-11:30pm, Wednesday: 6am-11:30pm, Thursday: 6am-11:30pm, Friday: 6am-11:30pm, Saturday: 6am-11pm, Sunday: 6am-11pm",https://lh3.googleusercontent.com/p/AF1QipPrL9myY4KTLDm0lJhJjxQ7pyIPi9gl98KFQhIU,,"On-site services, Wheelchair-accessible car park, Wheelchair-accessible entrance, Wheelchair-accessible toilet, Toilet, Wi-Fi"
"Padel4all Swindon, Basset Down",Padel club,"Basset Down Golf Complex, Hay Ln","Basset Down Golf Complex, Hay Ln, Swindon SN4 9QW",Swindon,SN4 9QW,United Kingdom,GB,01793251130,,https://padel4all.com/basset-down,,,,,https://www.google.com/maps?cid=4862572777480599909,,4.9,85,"Monday: 8am-10pm, Tuesday: 8am-10pm, Wednesday: 8am-10pm, Thursday: 8am-10pm, Friday: 8am-10pm, Saturday: 8am-8pm, Sunday: 8am-8pm",https://lh3.googleusercontent.com/p/AF1QipNlUz3YtdolXUzA5BsTaJDeWopIXHskwDQEwz8R,,"On-site services, Wheelchair-accessible car park, Wheelchair-accessible entrance, Wheelchair-accessible toilet, Toilet, Wi-Fi"
PadelAve,Sporting Goods Shop,"Unit 4 Broughton Ct, Broughton St","Unit 4 Broughton Ct, Broughton St, Cheetham Hill, Manchester M8 8NN",Manchester,M8 8NN,United Kingdom,GB,07847150520,info@padelave.com,https://padelave.com/,,,,,https://www.google.com/maps?cid=3797850075799162449,,4.3,6,"Monday: 10am-6pm, Tuesday: 10am-5pm, Wednesday: 10am-6pm, Thursday: 10am-6pm, Friday: 10am-6pm, Saturday: 10am-2pm, Sunday: Closed",https://lh3.googleusercontent.com/p/AF1QipPBD3Ra9PU4SqdnyZuaATyG2tR0eTMeEQhjk5Ri,,"Delivery, Wheelchair-accessible car park, Wheelchair-accessible entrance, Wheelchair-accessible seating, Wheelchair-accessible toilet, Assistive hearing loop (no), Wi-Fi, Wi-Fi, LGBTQ+ friendly, Transgender safe space, Appointment required, Electronics, Credit cards, Debit cards, NFC mobile payments, Credit cards, Free of charge street parking, Free parking lot, On-site parking"
Padelball,,"82 Guild Rd, Greater","82 Guild Rd, Greater, London SE7 8HW",London,SE7 8HW,United Kingdom,GB,02079460612,,,,,,,https://www.google.com/maps?cid=3039987402373511003,,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid,,
Padelbreaks365,Sport tour agency,124 City Rd,"124 City Rd, London EC1V 2NX",London,EC1V 2NX,United Kingdom,GB,02039166321,martin@padelbreaks365.com,https://www.padelbreaks365.com/,https://www.facebook.com/padelbreaks365,,,,https://www.google.com/maps?cid=16436373854833757551,,5,10,"Monday: 8am-6pm, Tuesday: 8am-6pm, Wednesday: 8am-6pm, Thursday: 8am-6pm, Friday: 8am-6pm, Saturday: 10am-4pm, Sunday: 10am-4pm",https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwMSHZ7IoO1iDXIp6j9tVN7ZKMUnfPhjXLhrFQI7yDBv8OoOTIHRoRSYZO-4YvhL6mmpQRtna_HQ8Q4Xsvo7HNWg1TANYxKa5hRBYui3TOQj1PzjQIXhBIdMKETO1aoWlP8GXXo7nYbimM,,
Padelfit Academy,"Physical Fitness Programme, Service establishment, Padel club",,,,,,,01242472584,,https://www.padelfitacademy.co.uk/,,,,,https://www.google.com/maps?cid=17688186326030381894,,,,"Monday: 6am-8pm, Tuesday: 6am-8pm, Wednesday: 6am-8pm, Thursday: 6am-8pm, Friday: 6am-8pm, Saturday: 6am-8pm, Sunday: Closed",https://lh3.googleusercontent.com/p/AF1QipNWseLDZyz6yJRjTGwFWQdNaDXoKIXM17QluZWi,,
PadelHaus Fort Dunlop,Sports club,Fort Pkwy,"Fort Pkwy, Birmingham B24 9FD",Birmingham,B24 9FD,United Kingdom,GB,07967658282,info@padelhaus.co.uk,https://padelhaus.co.uk/,https://facebook.com/padelhausuk,,,,https://www.google.com/maps?cid=4897915291582061190,,4,4,"Monday: 7am-1am, Tuesday: 7am-1am, Wednesday: 7am-1am, Thursday: 7am-1am, Friday: 7am-1am, Saturday: 7am-1am, Sunday: 7am-1am",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid,,"Wheelchair-accessible car park, Wheelchair-accessible entrance, Toilet"
PadelHQ.co.uk,"Sporting Goods Shop, Sportswear Shop","Unit 1, Greatbridge Business Park","Unit 1, Greatbridge Business Park, Romsey SO51 0HA",Romsey,SO51 0HA,United Kingdom,GB,02380017474,support@padelhq.co.uk,https://padelhq.co.uk/,https://www.facebook.com/padelhq.co.uk,,,,https://www.google.com/maps?cid=4403616855254513254,,4.9,62,"Monday: 9am-4pm, Tuesday: 9am-4pm, Wednesday: 9am-4pm, Thursday: 9am-4pm, Friday: 9am-4pm, Saturday: Closed, Sunday: Closed",https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxwssmRfYUlEoGO9alHwEMYhYTazqyu1gwrgchVoMPB75dCO-VM0foYMEVWtj-EuGZLZGgNNdOcbZ-2-9o3pOgJItb8UVTTb6uplyxVV0PRlnSXNQF_-FlzDM2BtrET9kyfVNrP9dLds1XY,,"Delivery, In-store pick-up, In-store shopping, Credit cards, Debit cards, Credit cards, On-site parking"
PADELHUB Crawley,Padel club,Unit 4 Link 23,"Unit 4 Link 23, Haywards Heath RH17 5JS",Haywards Heath,RH17 5JS,United Kingdom,GB,07594174730,,https://www.padelhub.uk/,"https://www.facebook.com/thepadelhubuk/, https://www.facebook.com/thepadelhubuk",https://www.instagram.com/thepadelhub_uk,https://www.linkedin.com/company/the-padel-hub,,https://www.google.com/maps?cid=8066972667731346699,,3.2,45,"Monday: 7am-11pm, Tuesday: 7am-11pm, Wednesday: 7am-11pm, Thursday: 7am-11pm, Friday: 7am-11pm, Saturday: 8am-10pm, Sunday: 9am-10pm",https://lh3.googleusercontent.com/p/AF1QipOx1Zh6uslrXOazqzHdIDDPPws4CO6iuhglwVlM,,"On-site services, Wheelchair-accessible car park, Wheelchair-accessible entrance, Wheelchair-accessible seating, Wheelchair-accessible toilet, Toilet, Free of charge street parking"
PADELHUB Epsom,Padel club,"The Padel Hub, 7-8 Blenheim Rd","The Padel Hub, 7-8 Blenheim Rd, Epsom KT19 9BE",Epsom,KT19 9BE,United Kingdom,GB,07498566372,,https://www.padelhub.uk/,"https://www.facebook.com/thepadelhubuk, https://www.facebook.com/thepadelhubuk/",https://www.instagram.com/thepadelhub_uk,https://www.linkedin.com/company/the-padel-hub,,https://www.google.com/maps?cid=3420907796741856187,,3.4,23,"Monday: 7am-11pm, Tuesday: 7am-11pm, Wednesday: 7am-11pm, Thursday: 7am-11pm, Friday: 7am-11pm, Saturday: 7am-10pm, Sunday: 8:30am-10pm",https://lh3.googleusercontent.com/gps-cs-s/AG0ilSznzCqykWsnHVwG4NR1CezLVANLjC-RahZHC_rfD40spoY7MvmTSoBuywDAOh91UgDOxNRyzWf1CjJQxAosfEFNMXdmSZOAydxUi9adnVbTwNqswq85gNZQDy24IIEO28S2T_OU,,"On-site services, Wheelchair-accessible car park, Wheelchair-accessible entrance, Wheelchair-accessible toilet, Toilet, Free parking lot"
PADELHUB North London,Padel club,"The Padel Hub North, Unit 4 Downland Cl","The Padel Hub North, Unit 4 Downland Cl, London N20 9LB",London,N20 9LB,United Kingdom,GB,07985770112,,https://www.padelhub.uk/,"https://www.facebook.com/thepadelhubuk, https://www.facebook.com/thepadelhubuk/",https://www.instagram.com/thepadelhub_uk,https://www.linkedin.com/company/the-padel-hub,,https://www.google.com/maps?cid=18278822106169774559,,4.4,56,"Monday: 7am-11pm, Tuesday: 7am-11pm, Wednesday: 7am-11pm, Thursday: 7am-11pm, Friday: 7am-11pm, Saturday: 8am-10pm, Sunday: 9am-10pm",https://lh3.googleusercontent.com/p/AF1QipOWfOUjhpY_uMl0GhrkW_Pssi2So14f2HeRDX_g,,"On-site services, Wheelchair-accessible car park, Wheelchair-accessible entrance, Toilet, Free parking lot"
PADELHUB Reading,Padel club,"Forbury Industrial Park, 4 Kenavon Dr","Forbury Industrial Park, 4 Kenavon Dr, Reading RG1 3DH",Reading,RG1 3DH,United Kingdom,GB,07932935876,,https://www.padelhub.uk/,"https://www.facebook.com/thepadelhubuk, https://www.facebook.com/thepadelhubuk/",https://www.instagram.com/thepadelhub_uk,https://www.linkedin.com/company/the-padel-hub,,https://www.google.com/maps?cid=9418892141477093570,,4.1,56,"Monday: 7am-11pm, Tuesday: 7am-11pm, Wednesday: 7am-11pm, Thursday: 7am-11pm, Friday: 7am-11pm, Saturday: 8am-10pm, Sunday: 8am-10pm",https://lh3.googleusercontent.com/p/AF1QipOqtf-gumb6jlN4PZY8MWSuJXPu6noTFQVM5tqo,,"On-site services, Wheelchair-accessible car park, Wheelchair-accessible entrance, Toilet, Free of charge street parking"
